Indicator Code,Indicator Name,Topic,Coarse_Topic
NE.EXP.GNFS.KD,Exports of goods and services (constant 2015 US$),Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP,Economy & Finance
NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NE.EXP.GNFS.KN,Exports of goods and services (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.EXP.GNFS.ZS,Exports of goods and services (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.GDI.FPRV.CN,"Gross fixed capital formation, private sector (current LCU)",Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.GDI.FTOT.CD,Gross fixed capital formation (current US$),Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$),Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP,Economy & Finance
NE.GDI.FTOT.KD.ZG,Gross fixed capital formation (annual % growth),Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.GDI.STKB.CD,Changes in inventories (current US$),Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.STKB.CN,Changes in inventories (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.STKB.KN,Changes in inventories (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.GDI.TOTL.CD,Gross capital formation (current US$),Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.TOTL.CN,Gross capital formation (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.GDI.TOTL.KD,Gross capital formation (constant 2015 US$),Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP,Economy & Finance
NE.GDI.TOTL.KD.ZG,Gross capital formation (annual % growth),Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NE.GDI.TOTL.KN,Gross capital formation (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.IMP.GNFS.CD,Imports of goods and services (current US$),Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Economy & Finance
NE.IMP.GNFS.CN,Imports of goods and services (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$),Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Expenditure on GDP,Economy & Finance
NE.IMP.GNFS.KD.ZG,Imports of goods and services (annual % growth),Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NE.IMP.GNFS.KN,Imports of goods and services (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.RSB.GNFS.CD,External balance on goods and services (current US$),Economic Policy & Debt: National accounts: US$ at current prices: Expenditure on GDP,Economy & Finance
NE.RSB.GNFS.CN,External balance on goods and services (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Expenditure on GDP,Economy & Finance
NE.RSB.GNFS.KN,External balance on goods and services (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Expenditure on GDP,Economy & Finance
NE.RSB.GNFS.ZS,External balance on goods and services (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NE.TRD.GNFS.ZS,Trade (% of GDP),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.AGR.EMPL.KD,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.AGR.TOTL.CD,"Agriculture, forestry, and fishing, value added (current US$)",Economic Policy & Debt: National accounts: US$ at current prices: Value added,Economy & Finance
NV.AGR.TOTL.CN,"Agriculture, forestry, and fishing, value added (current LCU)",Economic Policy & Debt: National accounts: Local currency at current prices: Value added,Economy & Finance
NV.AGR.TOTL.KD,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.AGR.TOTL.KD.ZG,"Agriculture, forestry, and fishing, value added (annual % growth)",Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NV.AGR.TOTL.KN,"Agriculture, forestry, and fishing, value added (constant LCU)",Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,Economy & Finance
NV.AGR.TOTL.ZS,"Agriculture, forestry, and fishing, value added (% of GDP)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.FSM.TOTL.CN,Financial intermediary services indirectly Measured (FISIM) (current LCU),Economic Policy & Debt: National accounts: Local currency at current prices: Value added,Economy & Finance
NV.FSM.TOTL.KN,Financial intermediary services indirectly Measured (FISIM) (constant LCU),Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,Economy & Finance
NV.IND.EMPL.KD,"Industry (including construction), value added per worker (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.IND.MANF.CD,"Manufacturing, value added (current US$)",Economic Policy & Debt: National accounts: US$ at current prices: Value added,Economy & Finance
NV.IND.MANF.CN,"Manufacturing, value added (current LCU)",Economic Policy & Debt: National accounts: Local currency at current prices: Value added,Economy & Finance
NV.IND.MANF.KD,"Manufacturing, value added (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)",Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,Economy & Finance
NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.IND.TOTL.CD,"Industry (including construction), value added (current US$)",Economic Policy & Debt: National accounts: US$ at current prices: Value added,Economy & Finance
NV.IND.TOTL.CN,"Industry (including construction), value added (current LCU)",Economic Policy & Debt: National accounts: Local currency at current prices: Value added,Economy & Finance
NV.IND.TOTL.KD,"Industry (including construction), value added (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.IND.TOTL.KD.ZG,"Industry (including construction), value added (annual % growth)",Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NV.IND.TOTL.KN,"Industry (including construction), value added (constant LCU)",Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,Economy & Finance
NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.CHEM.ZS.UN,Chemicals (% of value added in manufacturing),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.FBTO.ZS.UN,"Food, beverages and tobacco (% of value added in manufacturing)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.MTRN.ZS.UN,Machinery and transport equipment (% of value added in manufacturing),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.OTHR.ZS.UN,Other manufacturing (% of value added in manufacturing),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.TECH.ZS.UN,Medium and high-tech manufacturing value added (% manufacturing value added),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.MNF.TXTL.ZS.UN,Textiles and clothing (% of value added in manufacturing),Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NV.SRV.EMPL.KD,"Services, value added per worker (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.SRV.TOTL.CD,"Services, value added (current US$)",Economic Policy & Debt: National accounts: US$ at current prices: Value added,Economy & Finance
NV.SRV.TOTL.CN,"Services, value added (current LCU)",Economic Policy & Debt: National accounts: Local currency at current prices: Value added,Economy & Finance
NV.SRV.TOTL.KD,"Services, value added (constant 2015 US$)",Economic Policy & Debt: National accounts: US$ at constant 2015 prices: Value added,Economy & Finance
NV.SRV.TOTL.KD.ZG,"Services, value added (annual % growth)",Economic Policy & Debt: National accounts: Growth rates,Economy & Finance
NV.SRV.TOTL.KN,"Services, value added (constant LCU)",Economic Policy & Debt: National accounts: Local currency at constant prices: Value added,Economy & Finance
NV.SRV.TOTL.ZS,"Services, value added (% of GDP)",Economic Policy & Debt: National accounts: Shares of GDP & other,Economy & Finance
NY.ADJ.AEDU.CD,Adjusted savings: education expenditure (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DCO2.CD,Adjusted savings: carbon dioxide damage (current US$),Climate,Environment & Climate
NY.ADJ.DCO2.GN.ZS,Adjusted savings: carbon dioxide damage (% of GNI),Climate,Environment & Climate
NY.ADJ.DFOR.CD,Adjusted savings: net forest depletion (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DFOR.GN.ZS,Adjusted savings: net forest depletion (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DKAP.CD,Adjusted savings: consumption of fixed capital (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DKAP.GN.ZS,Adjusted savings: consumption of fixed capital (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DMIN.CD,Adjusted savings: mineral depletion (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DMIN.GN.ZS,Adjusted savings: mineral depletion (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DNGY.CD,Adjusted savings: energy depletion (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DNGY.GN.ZS,Adjusted savings: energy depletion (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DPEM.CD,Adjusted savings: particulate emission damage (current US$),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
NY.ADJ.DPEM.GN.ZS,Adjusted savings: particulate emission damage (% of GNI),Economic Policy & Debt: National accounts: Adjusted savings & income,Economy & Finance
